episode,score,reward,success,stages_completed,stage_completion_ratio,steps,equivalent_env_steps,completion_time_steps,nominal_completion_time_seconds,latency_time_seconds,completion_time_seconds,normalized_completion_time,route_efficiency,progress_per_step,collisions,violations,unsafe_episode,collision_rate,violation_rate,unsafe_event_rate,target_hits,planner_accuracy,planner_miss_ratio,planner_legal_ratio,planner_exact_hits,planner_legal_hits,planner_total,avg_stage_wait_time,avg_stage_latency_seconds,latency_penalty,idle_window_ratio,comp_decision_ratio,idle_comp_ratio,wait_ratio,follow_ratio,select_ratio,compensation_utilization,safety_saved,safety_interventions,safety_success_rate,critical_events,critical_safe_count,risk_exposure,observed_risk_mean,high_risk_step_ratio,hazard_step_ratio,red_light_exposure_ratio,critical_event_rate,intervention_rate,safety_precision,safety_recall,stop_ratio,steer_left_ratio,steer_right_ratio,behavior_entropy,safety_entropy,active_stage_key,last_failure_mode,epsilon,episode_loss,oracle_lower_level_failure,oracle_ood_event,oracle_high_level_correct
11,92.742,92.742,1,6.0,0.9424,14,4480,14,95.25,0.0,95.25,0.175,5.3851,0.4286,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,14,14,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.5312,0.1,0.2857,0.5,0.0714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9702,0.0,completed,,0.0,0.0,0,0,1
12,89.8544,89.8544,1,6.0,0.969,12,3840,12,94.5,0.0,94.5,0.15,6.4603,0.5,1,0,1,0.0833,0.0,0.0833,6,1.0,0.0,1.0,12,12,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,0,0.4697,0.1,0.25,0.3333,0.0,0.0833,0.0,0.0,0.0,0.0,0.0,0.0,1.7046,0.0,completed,,0.0,0.0,0,0,1
13,97.0,97.0,1,6.0,0.9636,12,3840,12,94.5,0.0,94.5,0.15,6.424,0.5,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,13,13,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.5044,0.1,0.3077,0.3846,0.0769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8446,0.0,completed,,0.0,0.0,0,0,1
14,90.4545,90.4545,1,6.0,0.9988,12,3840,12,94.5,0.0,94.5,0.15,6.6585,0.5,1,0,1,0.0833,0.0,0.0833,6,1.0,0.0,1.0,15,15,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,0,0.5293,0.1,0.2667,0.6,0.0667,0.0833,0.0,0.0,0.0,0.0,0.0,0.0,1.9913,0.0,completed,,0.0,0.0,0,0,1
15,91.5234,91.5234,1,6.0,0.9763,14,4480,14,95.25,0.0,95.25,0.175,5.5786,0.4286,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,16,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.5406,0.1,0.25,0.5625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9813,0.0,completed,,0.0,0.0,0,0,1
16,94.3126,94.3126,1,6.0,0.9932,14,4480,14,95.25,0.0,95.25,0.175,5.6753,0.4286,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,13,13,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.4815,0.1,0.3077,0.4615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8446,0.0,completed,,0.0,0.0,0,0,1
17,91.7889,91.7889,1,6.0,0.9821,14,4480,14,95.25,0.0,95.25,0.175,5.6119,0.4286,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,12,12,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.4766,0.1,0.1667,0.4167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7046,0.0,completed,,0.0,0.0,0,0,1
18,92.6715,92.6715,1,6.0,0.9554,13,4160,13,94.875,0.0,94.875,0.1625,5.8792,0.4615,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,14,14,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.5156,0.1,0.2143,0.5714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8712,0.0,completed,,0.0,0.0,0,0,1
19,92.4483,92.4483,1,6.0,0.9622,12,3840,12,94.5,0.0,94.5,0.15,6.4146,0.5,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,16,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.5351,0.1,0.25,0.5625,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8407,0.0,completed,,0.0,0.0,0,0,1
20,93.632,93.632,1,6.0,0.9626,14,4480,14,95.25,0.0,95.25,0.175,5.5005,0.4286,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,15,15,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.5343,0.1,0.3333,0.4667,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.864,0.0,completed,,0.0,0.0,0,0,1
21,95.1522,95.1522,1,6.0,0.965,15,4800,15,95.625,0.0,95.625,0.1875,5.1469,0.4,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,18,18,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.5845,0.1,0.3889,0.6667,0.2778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7729,0.0,completed,,0.0,0.0,0,0,1
22,89.0169,89.0169,0,5.24,0.874,17,5440,80,120.0,0.0,120.0,1.0,4.1131,0.3082,0,0,0,0.0,0.0,0.0,5,1.0,0.0,1.0,16,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.5157,0.1,0.3125,0.5625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.014,0.0,completed,,0.0,0.0,1,0,1
23,85.3345,85.3345,0,5.12,0.8532,14,4480,80,120.0,0.0,120.0,1.0,4.8757,0.3657,0,0,0,0.0,0.0,0.0,5,1.0,0.0,1.0,12,12,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.4848,0.1,0.1667,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7046,0.0,completed,,0.0,0.0,1,0,1
24,92.7173,92.7173,1,6.0,0.9999,15,4800,15,95.625,0.0,95.625,0.1875,5.3327,0.4,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,15,15,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.5073,0.1,0.2667,0.5333,0.0667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9913,0.0,completed,,0.0,0.0,0,0,1
25,90.842,90.842,1,6.0,0.9765,11,3520,11,94.125,0.0,94.125,0.1375,7.1021,0.5455,1,0,1,0.0909,0.0,0.0909,6,1.0,0.0,1.0,16,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,0,0.531,0.1,0.3125,0.5625,0.1875,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,1.8407,0.0,completed,,0.0,0.0,0,1,1
26,96.9259,96.9259,1,6.0,0.9676,11,3520,11,94.125,0.0,94.125,0.1375,7.037,0.5455,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,12,12,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.4696,0.1,0.25,0.4167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7046,0.0,completed,,0.0,0.0,0,0,1
27,93.2185,93.2185,1,6.0,0.9717,14,4480,14,95.25,0.0,95.25,0.175,5.5525,0.4286,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,19,19,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.5921,0.1,0.3684,0.6842,0.1579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9551,0.0,completed,,0.0,0.0,0,0,1
28,91.837,91.837,1,6.0,0.9648,12,3840,12,94.5,0.0,94.5,0.15,6.432,0.5,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,14,14,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.4786,0.1,0.2143,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9702,0.0,completed,,0.0,0.0,0,0,1
29,91.739,91.739,1,6.0,0.9671,15,4800,15,95.625,0.0,95.625,0.1875,5.158,0.4,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,14,14,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.4952,0.1,0.2143,0.5714,0.0714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8712,0.0,completed,,0.0,0.0,0,0,1
30,97.0,97.0,1,6.0,0.9551,15,4800,15,95.625,0.0,95.625,0.1875,5.094,0.4,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,12,12,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.4684,0.1,0.1667,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7046,0.0,completed,,0.0,0.0,0,0,1
31,94.1438,94.1438,1,6.0,0.9405,12,3840,12,94.5,0.0,94.5,0.15,6.2701,0.5,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,12,12,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.4707,0.1,0.1667,0.4167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7046,0.0,slot_search,grass,0.0,0.0,0,0,1
32,93.9057,93.9057,1,6.0,0.993,13,4160,13,94.875,0.0,94.875,0.1625,6.111,0.4615,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,6,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.3583,0.1,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5623,0.0,avoidance,obstacle,0.0,0.0,0,0,1
33,95.802,95.802,1,6.0,0.9697,11,3520,11,94.125,0.0,94.125,0.1375,7.0526,0.5455,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,19,19,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.5821,0.1,0.4211,0.5263,0.2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9551,0.0,completed,,0.0,0.0,0,0,1
34,93.1148,93.1148,1,6.0,0.956,13,4160,13,94.875,0.0,94.875,0.1625,5.883,0.4615,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,14,14,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.5396,0.1,0.3571,0.5714,0.0714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9702,0.0,completed,,0.0,0.0,0,0,1
35,91.9108,91.9108,1,6.0,0.935,14,4480,14,95.25,0.0,95.25,0.175,5.343,0.4286,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,14,14,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.5325,0.1,0.2857,0.5714,0.0714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9702,0.0,completed,,0.0,0.0,0,0,1
36,94.3044,94.3044,1,6.0,0.9799,13,4160,13,94.875,0.0,94.875,0.1625,6.0303,0.4615,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,14,14,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.5397,0.1,0.2857,0.5,0.0714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9702,0.0,completed,,0.0,0.0,0,0,1
37,85.5006,85.5006,0,5.21,0.8681,16,5120,80,120.0,0.0,120.0,1.0,4.3406,0.3256,0,0,0,0.0,0.0,0.0,5,1.0,0.0,1.0,19,19,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.581,0.1,0.3684,0.6842,0.2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8858,0.0,completed,,0.0,0.0,1,0,1
38,93.4106,93.4106,1,6.0,0.9613,12,3840,12,94.5,0.0,94.5,0.15,6.4089,0.5,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,16,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.5576,0.1,0.3125,0.625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.014,0.0,completed,,0.0,0.0,0,0,1
39,91.0808,91.0808,1,6.0,0.9924,13,4160,13,94.875,0.0,94.875,0.1625,6.1069,0.4615,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,13,13,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.4725,0.1,0.1538,0.4615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8446,0.0,completed,,0.0,0.0,0,0,1
40,87.2611,87.2611,0,5.29,0.8814,17,5440,80,120.0,0.0,120.0,1.0,4.1477,0.3112,0,0,0,0.0,0.0,0.0,5,1.0,0.0,1.0,17,17,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.5459,0.1,0.2941,0.6471,0.1765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.809,0.0,completed,,0.0,0.0,1,0,1
41,94.6691,94.6691,1,6.0,0.9893,13,4160,13,94.875,0.0,94.875,0.1625,6.088,0.4615,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,14,14,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.5124,0.1,0.2143,0.5,0.0714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8712,0.0,completed,,0.0,0.0,0,0,1
42,95.5269,95.5269,1,6.0,0.9763,13,4160,13,94.875,0.0,94.875,0.1625,6.0081,0.4615,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,23,23,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.6122,0.1,0.4348,0.7391,0.2609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7272,0.0,completed,,0.0,0.0,0,0,1
43,93.3156,93.3156,1,6.0,0.9618,13,4160,13,94.875,0.0,94.875,0.1625,5.9188,0.4615,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,13,13,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.4807,0.1,0.2308,0.4615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8446,0.0,completed,,0.0,0.0,0,0,1
44,94.0774,94.0774,1,6.0,0.9743,13,4160,13,94.875,0.0,94.875,0.1625,5.9955,0.4615,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,15,15,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.5493,0.1,0.3333,0.5333,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.864,0.0,completed,,0.0,0.0,0,0,1
45,94.6626,94.6626,1,6.0,0.964,15,4800,15,95.625,0.0,95.625,0.1875,5.1414,0.4,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,12,12,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.4776,0.1,0.25,0.4167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7046,0.0,completed,,0.0,0.0,0,0,1
46,97.0,97.0,1,6.0,0.9709,13,4160,13,94.875,0.0,94.875,0.1625,5.975,0.4615,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,19,19,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.5922,0.1,0.4211,0.6316,0.2632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8858,0.0,completed,,0.0,0.0,0,0,1
47,96.6828,96.6828,1,6.0,0.9595,13,4160,13,94.875,0.0,94.875,0.1625,5.9047,0.4615,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,15,15,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.5514,0.1,0.4,0.4667,0.1333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9913,0.0,completed,,0.0,0.0,0,0,1
48,97.0,97.0,1,6.0,0.9704,13,4160,13,94.875,0.0,94.875,0.1625,5.9718,0.4615,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,12,12,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.482,0.1,0.25,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7046,0.0,precision_park,wall,0.0,0.0,0,0,1
49,95.5508,95.5508,1,6.0,0.9659,14,4480,14,95.25,0.0,95.25,0.175,5.5196,0.4286,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,12,12,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.4606,0.1,0.1667,0.4167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7046,0.0,completed,,0.0,0.0,0,0,1
50,94.7763,94.7763,1,6.0,0.9461,13,4160,13,94.875,0.0,94.875,0.1625,5.822,0.4615,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,13,13,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.4946,0.1,0.3077,0.3846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8446,0.0,completed,,0.0,0.0,0,0,1
51,95.0973,95.0973,1,6.0,0.9839,13,4160,13,94.875,0.0,94.875,0.1625,6.0545,0.4615,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,14,14,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.529,0.1,0.2857,0.4286,0.0714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9702,0.0,completed,,0.0,0.0,0,0,1
52,94.5942,94.5942,1,6.0,0.9515,14,4480,14,95.25,0.0,95.25,0.175,5.4371,0.4286,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,14,14,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.4827,0.1,0.1429,0.5714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8712,0.0,completed,,0.0,0.0,0,0,1
53,94.1276,94.1276,1,6.0,0.9436,14,4480,14,95.25,0.0,95.25,0.175,5.3922,0.4286,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,14,14,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.5173,0.1,0.2857,0.5714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9702,0.0,completed,,0.0,0.0,0,0,1
54,96.5783,96.5783,1,6.0,0.9566,13,4160,13,94.875,0.0,94.875,0.1625,5.8866,0.4615,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,13,13,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.512,0.1,0.2308,0.5385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8446,0.0,completed,,0.0,0.0,0,0,1
55,95.7047,95.7047,1,6.0,0.9707,13,4160,13,94.875,0.0,94.875,0.1625,5.9738,0.4615,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,14,14,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.5077,0.1,0.2857,0.5,0.0714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9702,0.0,completed,,0.0,0.0,0,1,1
56,94.3816,94.3816,1,6.0,0.9589,14,4480,14,95.25,0.0,95.25,0.175,5.4794,0.4286,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,6,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.1542,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,main_road,road_edge,0.0,0.0,0,0,1
57,93.9187,93.9187,1,6.0,0.9559,14,4480,14,95.25,0.0,95.25,0.175,5.4625,0.4286,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,14,14,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.5019,0.1,0.2857,0.5714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8712,0.0,completed,,0.0,0.0,0,0,1
58,97.0,97.0,1,6.0,0.9595,12,3840,12,94.5,0.0,94.5,0.15,6.3968,0.5,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,12,12,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.4655,0.1,0.1667,0.4167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7046,0.0,completed,,0.0,0.0,0,0,1
